bench_id,workflow,task,sem_tags,task_pass_count,selection_score,query
tonight_hard_line_335,Research and Due Diligence,Background screening,DB7;DB9;EG1;EG2;EG4;EG5;QV5,3,10.557,"Create a negative-news chronology for Vantage Loop Packaging. List the items oldest to newest, mark each as Closed context, Management position, or Open, cite visible material labels, identify the current open item, and name the evidence needed to close it. Do not treat the company update as proof of court dismissal. Produce the negative-news chronology under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the negative-news chronology with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the negative-news chronology to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_302,Research and Due Diligence,Credit due diligence,DB9;EG1;EG2;QV2,2,9.949,"Assemble a covenant diligence input pack for Redwood Patio Products Co. Output a table with covenant, source evidence, current test result, exception status, and follow-up evidence. Use only the context, cite visible material labels, calculate funded-debt-to-EBITDA, test the liquidity covenant, identify any covenant already out of compliance, and include delivery timing requirements for reporting covenants. Produce the covenant diligence input pack under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the covenant diligence input pack with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the covenant diligence input pack with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_053,Intake and Profiling,Client risk profiling,DB6;DB9;EG2;QV2,2,9.919,"For Ingrid Novak, produce a mini stress-capacity table showing the effect of a 15% portfolio decline and the planned cash withdrawal. Then classify capacity as Low, Borderline, or Sufficient under policy and state one intake follow-up if the classification is not Sufficient. Produce the mini stress-capacity table under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the mini stress-capacity table with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_086,Research and Due Diligence,Credit due diligence,DB9;EG1;EG2;EG3;FP3;QV2,2,9.638,"Write a credit report exception summary for Summit Home Care Services LLC. Use a numbered list with no more than five exceptions. Use only the provided records, cite visible material labels, identify unresolved liens and delinquent trade lines, decide whether the file should be held for borrower explanation, and do not treat unsupported borrower explanations as verified facts. Produce the credit report exception summary under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the credit report exception summary with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_337,Decision and Structuring,Capital structure / financing proposal,DB7;DB9;EG1;EG2;QV2,1,8.917,"Prepare a capital-structure simplification proposal for Oakframe Furniture. Count the debt-like layers before and after each alternative and recommend the cleanest sale-process structure. Use only the provided documents, cite visible material labels, calculate annual cash burden before and after each alternative, calculate funded-debt/EBITDA where applicable, address payment-in-kind seller note treatment, and identify execution items that require holder consent. Produce the capital-structure simplification proposal under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the capital-structure simplification proposal with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the capital-structure simplification proposal with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_344,Research and Due Diligence,Earnings review,DB9;EG1;EG2;QV2;QV6;RC2,2,8.89,"Prepare a one-time item normalization note for Juniper Retail Systems. Use only the provided documents, cite visible material labels for figures and management statements, and Show a mini-table with Reported operating income, restructuring add-back, lease-gain deduction, normalized operating income, and prior-year operating income. Calculate reported operating-income growth, normalized operating-income growth, and EPS growth. Label the restructuring charge and lease gain as non-recurring only for this exercise. Keep reported and normalized figures separate and do not call adjusted operating income GAAP. Produce the one-time item normalization note under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the one-time item normalization note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_121,"Execution, Monitoring, Reporting, and Operations",Trade / loan / investment execution check,DB6;DB9;EG2;QV2;QV6,1,8.861,"Run a block allocation fairness check for the Horizon Growth model trade. Convert each pre-trade percentage into expected shares, compare expected shares with final allocated shares, calculate share variance by account, classify each account as In tolerance or Allocation mismatch, and identify whether Portfolio Operations review is required. Present the result as a three-row account table. Produce the block allocation fairness check under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the block allocation fairness check with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_355,Risk and Compliance Review,Suitability review,DB7;DB9;EG1;EG2;QV2;QV6,1,8.858,"Prepare a leveraged ETF suitability note for SR-001. Use only the supplied documents, cite visible material labels for customer and product facts, calculate the proposed concentration as a percentage of the documented portfolio, compare it with the 20% principal-approval trigger, address risks, costs, and less complex alternatives, decide whether the recommendation may proceed, and list missing profile facts before any approval. Produce the leveraged ETF suitability note under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the leveraged ETF suitability note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the leveraged ETF suitability note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_015,Decision and Structuring,Credit memo drafting,DB7;DB9;EG1;EG2;EG3;QV2,1,8.806,"Prepare a seasonal line increase memo for Northern Harvest Produce. Test prior-season peak borrowing, borrowing-base support, and cleanup compliance; calculate the maximum line supported without extra approval; recommend approve temporary increase, approve lower limit, or decline; and include the temporary expiration date requirement. Use only the documents and cite visible material labels. Produce the seasonal line increase memo under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the seasonal line increase memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the seasonal line increase memo to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_057,"Execution, Monitoring, Reporting, and Operations",Client review report,DB7;DB9;EG2;QV2;QV5,3,8.79,"Draft an alternative investment pacing review for Redwood Private Markets Program. Compare year-to-date commitments with the pacing target and upper/lower bands, calculate unfunded commitments as a percentage of total portfolio value, decide whether Investment Committee review is required, compare private markets return with the benchmark, and recommend Pause new commitments or Continue pacing Frame the note for inclusion in a client review package. Produce the alternative investment pacing review under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the alternative investment pacing review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the alternative investment pacing review with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_081,Decision and Structuring,Underwriting memo,DB9;EG2;QV2;QV7,3,8.632,"Prepare a project finance underwriting risk memo for Riverbend Toll Road using the four requested sections. Calculate base-case and downside DSCR, identify whether sponsor equity is fully funded, flag the pending environmental permit, and state the underwriting call with conditions precedent. cite visible material labels and separate signed guarantees from pending items. Produce the project finance underwriting risk memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the project finance underwriting risk memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_252,Intake and Profiling,KYC onboarding,DB4;DB9;EG2;EG4;QV2;QV5,1,8.599,"Create the onboarding-team intake note for the federal information-sharing request. Record the request date and due date, summarize matches and no-matches without contacting any customer, route the possible Name B match to AML Compliance, mark unresolved match status for review, and include the approved-channel limitation. Produce the law-enforcement information request intake note under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the law-enforcement information request intake note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the law-enforcement information request intake note with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_264,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,DB7;DB9;EG2;EG4;EG5;FP2,3,8.549,"Generate a board minutes action item extract for Redwood Funds Board. Include only explicit trackable requests or approvals, use the required fields, preserve the source sentence for each included item, map owners only where the owner mapping provides one, and mark missing due dates rather than inferring them. Produce the board minutes action item extract under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the board minutes action item extract with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_228,Decision and Structuring,DCF valuation / pricing analysis,DB4;DB9;EG2;QV2;QV6;QV7,1,8.549,"Draft a WACC-only sensitivity briefing for BluePeak Solar. Hold terminal growth constant, recalculate implied equity value per share for the 8.25%, 9.25%, and 10.25% WACC cases, rank the cases from most favorable to least favorable for equity holders, state whether the current price sits above or below the base case, cite visible material labels, and avoid calling the briefing a fairness opinion. Produce the WACC sensitivity briefing under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the WACC sensitivity briefing with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_080,Research and Due Diligence,Due diligence checklist completion,DB9;EG2;QV2,1,6.965,"Complete the fund manager operational due diligence checklist for Northstar Private Income Fund. cite visible material labels, assign Complete, Policy refresh, Missing, Partial, or Annual test stale to each requirement, apply the 18-month valuation-policy and 12-month continuity-test timing rules, identify committee escalation items, and list follow-up questions for partial cybersecurity evidence. Produce the fund manager operational due diligence checklist under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the fund manager operational due diligence checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the fund manager operational due diligence checklist to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_107,Decision and Structuring,Investment memo,DB7;DB9;EG2;QV2,1,6.933,"Write an IPS compatibility memo for adding Evergreen Secondary Fund to Harbor Family Trust. Calculate projected illiquid allocation after a 3% commitment; compare it with the 12% IPS maximum; discuss liquidity reserve and leverage-language issues; decide Include, Exclude, or Escalate for IPS Exception; cite all client-specific constraints; and list information still needed before a final investment memo. Produce the IPS compatibility memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the IPS compatibility memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the IPS compatibility memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
