bench_id,workflow,task,sem_tags,query
tonight_hard_line_137,Research and Due Diligence,Financial statement analysis,DB4;DB6;DB9;EG1;EG2;QV2,"Prepare a products/services mix benchmark for Nimbus Mobile using Apple as the comparable. Use one table and three bullets. Use only the context, cite visible material labels, calculate services revenue share and category gross margins for both companies, compute Nimbus Mobile services-share gap versus Apple, flag whether the mix-gap rule is triggered, and do not present Apple as the company being analyzed. Produce the products/services mix benchmark under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the products/services mix benchmark with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the products/services mix benchmark with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_307,Research and Due Diligence,Financial statement analysis,DB9;EG1;EG2;QV2;QV6,"Draft a one-page audit committee financial risk brief for Evergreen Robotics. Start with Attention required or Monitor only. Use only the context, cite visible material labels, cover the six topics in the brief standard, calculate the five required metrics, apply the three-or-more escalation rule, and separate management explanations from the financial risk indicators. Produce the audit committee financial risk brief under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the audit committee financial risk brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the audit committee financial risk brief with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_026,Research and Due Diligence,Industry and market research,DB4;DB7;DB9;EG2;EG3;QV2,"Cross-check HarborVet management TAM against the bottom-up clinic data. Compute bottom-up TAM, compare it with the $9.5B management claim, decide whether the the material labeled credit approval boundary reconciliation flag is triggered, identify the undefined module and segment scope, cite visible material labels, and avoid accepting management TAM at face value if the flag triggers. Produce the market evidence cross-check under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the market evidence cross-check with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_138,Research and Due Diligence,Industry and market research,DB4;DB7;DB8;DB9;EG1;EG2;QV2,"Review competitive moat evidence for ClearTrace. Rank supplied vendors on false-positive rate, implementation time, and bank references; separate measured advantages from unsubstantiated moat claims; state that recall data is absent; cite visible material labels; and avoid accepting the best-in-class detection claim as proven. Produce the competitive moat evidence note under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the competitive moat evidence note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_142,Research and Due Diligence,Industry and market research,DB6;DB7;DB9;EG2;QV2,"Draft a substitution risk memo for FiberNest. Quantify the plastic-share and molded-fiber-share changes, apply the the material labeled risk memo instruction material-tailwind classification, explain the relevance of the 72% revenue exposure, flag missing switching-cost evidence, and keep the conclusion limited to market substitution rather than company approval. Produce the substitution risk memo under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the substitution risk memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the substitution risk memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_117,Risk and Compliance Review,Covenant check,DB6;DB7;DB9;EG2;QV2;QV6,"Complete a permitted acquisition covenant checklist for AltaMed Supplies. Test purchase price, default status, pro forma leverage, and delivery of pro forma covenant calculations. Show the pro forma leverage calculation, compare it with the 3.75x limit, mark each condition Pass, Fail, or Missing evidence, cite visible material labels, and answer whether the acquisition can be treated as permitted for signing tomorrow. Produce the permitted acquisition covenant checklist under an audit-ready disclosure-review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the permitted acquisition covenant checklist with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the permitted acquisition covenant checklist with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_242,Risk and Compliance Review,Covenant check,DB6;DB9;EG2;QV2,"Create a negative covenant issue log entry for Mesa Verde Foods. Fill the fields Borrower, Covenant Tested, Evidence, Exception Amount, Escalation Owner, and Open Questions. Use visible material labels as evidence, determine whether the new seller note fits the permitted-debt basket, quantify the amount that appears outside the permitted basket, escalate any non-permitted debt to Credit Risk, and list questions that must be answered before final classification. Produce the negative covenant issue log entry under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; use only packet-supported category, status, classification, or risk-level labels. Open the negative covenant issue log entry with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the negative covenant issue log entry with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_289,Risk and Compliance Review,Covenant check,DB4;DB9;EG1;EG2;EG5;QV2,"Assess whether the Horizon Biofuels cross-default trigger is met. Organize the answer as Amount Test, Default Status, Acceleration Right, Open Evidence, and Escalation Recommendation. Use only the provided materials, compare the other debt amount with the $2.0 million threshold, identify what is confirmed versus still unverified, and do not state that acceleration has occurred unless the documents say so. Produce the cross-default trigger assessment under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the cross-default trigger assessment with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_072,Risk and Compliance Review,Internal control review,DB4;DB9;EG1;EG2;EG5;FP1;QV2,"Write a journal-entry approval control memo for JE-5197. Separate approval failure from documentation failure under different headings. Use only the context documents, cite the policy threshold and close-binder evidence, determine whether independent approval occurred, identify missing records, and apply the issue rating guide without combining the two deficiencies into one finding. Produce the journal-entry approval control memo under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the journal-entry approval control memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the journal-entry approval control memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_130,Risk and Compliance Review,Internal control review,DB7;DB9;EG1;EG2;QV2;QV6,"Prepare a model-change governance review note for ticket MRC-144. Use only the supplied documents. Calculate the VaR percentage impact for both back-testing days, compare each result with the 5% materiality trigger, conclude whether the change is material, list missing governance steps, and make a go/no-go decision for tonight's production deployment. Produce the model-change governance review note under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the model-change governance review note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the model-change governance review note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_270,Risk and Compliance Review,Internal control review,DB9;EG1;EG2;QV2;QV5;QV6,"Write a cash-break suspense-account control review for item SA-554. Use only the supplied documents. Compute business-day aging from posting date to review date, compare the item with the two-day research and five-day clearing deadlines, identify missing support for the ACH explanation, and state whether Finance director escalation is required. Produce the cash-break suspense-account control review under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication. Open the cash-break suspense-account control review with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the cash-break suspense-account control review to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_300,Risk and Compliance Review,Internal control review,DB7;DB9;EG1;EG2;QV2;QV6,"Prepare a credit-risk-rating override control assessment for CRR-208. Use only the supplied documents. Compare model rating with proposed final rating, count the grade movement, determine whether senior credit officer approval is required, test whether financial inputs are current within 90 days, and give an override-control conclusion. Produce the credit-risk-rating override control assessment under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the credit-risk-rating override control assessment with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the credit-risk-rating override control assessment to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_312,Risk and Compliance Review,Internal control review,DB9;EG1;EG2;EG5;QV2,"Draft a complaint-intake control deficiency memo for CI-612. Use only the context documents. Classify whether the email is a written complaint or oral service issue under the procedure, test one-business-day logging and five-business-day acknowledgement requirements, identify missing Compliance assignment, and name the corrective action owner needed to remediate the intake control. Produce the complaint-intake control deficiency memo under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the complaint-intake control deficiency memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the complaint-intake control deficiency memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_124,Risk and Compliance Review,Regulatory issue escalation,DB4;DB9;EG1;EG2;EG5;FP1;QV2,"Prepare an exam-finding escalation response outline for ESC-2016 with headings Finding summary, Client impact, Validation plan, Response deadline, Owner, and Open issues. cite visible material labels, decide whether CCO, CFO, and Legal escalation is required, preserve the June 15 2026 response deadline, identify validation gaps, and do not promise a final restitution amount. Produce the exam-finding escalation response outline under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared. Open the exam-finding escalation response outline with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_275,Risk and Compliance Review,Regulatory issue escalation,DB4;DB9;EG1;EG2;EG5;QV2,"Assemble a vendor-risk escalation packet for ESC-2021. Score each trigger as Met, Not met, or Unknown; cite visible material labels; compare notice delay and service outage to the 24-hour thresholds; identify required recipients; list missing forensic and notice-analysis facts; and do not state that data exfiltration occurred. Produce the vendor-risk escalation packet under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the vendor-risk escalation packet with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the vendor-risk escalation packet to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_308,Risk and Compliance Review,Regulatory issue escalation,DB4;DB9;EG1;EG2;EG5;QV2,"Draft a short-sale compliance escalation brief for ESC-2024. Identify order count, security scope, manual override reason, locate evidence gap, and fail-to-deliver check. cite visible material labels, compare the 83 orders to the escalation threshold, name required recipients, and do not state that the short sales were unlawful. Produce the short-sale compliance escalation brief under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the short-sale compliance escalation brief with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_058,Risk and Compliance Review,Sales-script / communication compliance,DB4;DB8;DB9;EG1;EG2;EG3;EG5;QV2,"For COMM-809, prepare a gross-versus-net performance exception note. Recalculate nothing; instead, identify the presentation defect, explain why negotiable fees do not remove the net-performance issue based on the supplied policy summary, note missing risk balancing, and specify what evidence must be added before approval. Produce the gross-versus-net performance exception note under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the gross-versus-net performance exception note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_032,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;EG5;FP2;FP3;QV1;QV2,"Prepare a consumer loan recession-loss estimate. For each segment, multiply exposure at default by stressed PD and stressed LGD, then total the expected stress loss. Compare the total with the $4,700,000 quarterly provision buffer, identify the segment contributing the largest loss, and keep the conclusion to one paragraph after the table. Produce the consumer loan recession-loss estimate under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the consumer loan recession-loss estimate with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the consumer loan recession-loss estimate with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_041,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;QV1;QV2;QV6,"Build a CECL macro scenario workpaper. For each portfolio, calculate the macro overlay and scenario allowance, compare the total scenario allowance with the booked allowance in the context, quantify the excess or deficit, and identify whether Controller review is required before quarter-end close. Produce the CECL macro scenario workpaper under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the CECL macro scenario workpaper with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_047,Risk and Compliance Review,Stress testing,DB4;DB9;EG1;EG2;EG3;EG5;QV1;QV2,"Prepare a client liquidity stress note for STR-915. Calculate stressed margin requirement by account sleeve, subtract only eligible liquid resources of $5,600,000, show any liquidity shortfall, compare the shortfall with the $1,200,000 same-day escalation threshold, and state next steps without promising that the broker will waive margin. Produce the margin-call liquidity stress under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the margin-call liquidity stress with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the margin-call liquidity stress with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_074,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;EG5;QV1;QV2,"Build a CSA exposure stress table. Recalculate unsecured stressed exposure for each counterparty after the downgrade resets the CSA threshold to zero, subtract only eligible collateral listed in the context, flag counterparties above the $5,000,000 unsecured exposure limit, and specify whether credit officer approval is needed. Produce the CSA threshold exposure stress under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision. Open the CSA threshold exposure stress with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_212,Risk and Compliance Review,Stress testing,DB9;EG1;EG2;EG3;QV1;QV2,"Write a liquidity runoff stress memo for Cedar Gate Bank. Use sections titled Inputs, Net Need Calculation, Buffer Result, and Escalation. Calculate the 30-day stressed liquidity need after applying the runoff and funding-freeze assumptions, subtract the $74,000,000 immediately available liquidity stated in the context, identify whether a remaining gap exists, and cite the visible material labels used for the assumptions and liquidity figure. Produce the liquidity runoff stress memo under an audit-ready reconciliation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the liquidity runoff stress memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the liquidity runoff stress memo with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_355,Risk and Compliance Review,Suitability review,DB7;DB9;EG1;EG2;QV2;QV6,"Prepare a leveraged ETF suitability note for SR-001. Use only the supplied documents, cite visible material labels for customer and product facts, calculate the proposed concentration as a percentage of the documented portfolio, compare it with the 20% principal-approval trigger, address risks, costs, and less complex alternatives, decide whether the recommendation may proceed, and list missing profile facts before any approval. Produce the leveraged ETF suitability note under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any comparison, ranking, alternative, scenario, or trade-off, state the comparison basis, source inputs, result, and decision implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the leveraged ETF suitability note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the leveraged ETF suitability note to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
tonight_hard_line_081,Decision and Structuring,Underwriting memo,DB9;EG2;QV2;QV7,"Prepare a project finance underwriting risk memo for Riverbend Toll Road using the four requested sections. Calculate base-case and downside DSCR, identify whether sponsor equity is fully funded, flag the pending environmental permit, and state the underwriting call with conditions precedent. cite visible material labels and separate signed guarantees from pending items. Produce the project finance underwriting risk memo under an audit-ready controller review posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; for any stress, sensitivity, shock, downside, or scenario test, keep the assumption, horizon, source inputs, formula or comparison, and final result tied together; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the project finance underwriting risk memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include one Markdown table for the audit trail whose header contains the columns Evidence, Test, Result, and Action. Keep the full response between 180 and 430 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
