id,workflow,task,quality,micro,failed_tags,priority_tags,selection_score,query
intake_missing_information_checklist_repaired_026,Intake and Profiling,Missing information checklist,3,0.75,DB9;EG2,DB9,7.675,"Map the Green Valley issuer onboarding evidence to remaining missing items. Use only the provided context. Use a three-column format: Required evidence area, Evidence found, Gap or readiness conclusion. Cover legal status, signer authority, transaction purpose, control-person equivalent, background questionnaires, screening, and financial package. cite visible material labels, flag pending officer screening, and include the SEC staff-guidance caveat if you cite that source. Produce the issuer onboarding evidence map under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; preserve missing, stale, conflicting, delayed, blank, unsupported, or below-threshold evidence as an open item, hold, escalation, or required next evidence; identify any active breach, exception, waiver need, deficiency, unresolved inconsistency, control gap, or non-compliance indicator rather than treating the workflow as cleared; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome. Open the issuer onboarding evidence map with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the issuer onboarding evidence map with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
risk_compliance_stress_testing_repaired_015,Risk and Compliance Review,Stress testing,3,0.769231,EG2;QV1;QV2,QV2,7.523,"Create a tranche-by-tranche CLO downgrade stress card. Recalculate the stressed OC cushion for each tranche, classify each tranche as Clear, Watch, or Breach using the 2.5% cushion threshold, cite the downgrade migration assumption, and do not treat the equity tranche as debt protected by the OC test. Produce the CLO tranche downgrade stress under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; separate source-stated facts from reviewer inferences, assumptions, customer statements, or management assertions; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the CLO tranche downgrade stress with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
decision_structuring_credit_memo_drafting_repaired_027,Decision and Structuring,Credit memo drafting,3,0.818182,EG2;QV5,QV5,6.845,"Create a healthcare receivables credit memo for Westbridge Therapy Network. Calculate eligible receivables by payer type after excluding amounts over 120 days, compute the borrowing base using the payer advance rates, calculate DSCR, compare the borrowing base with the requested line, and recommend renew as requested, lower the limit, or require additional collateral. Use only the documents and cite visible material labels. Produce the healthcare receivables credit memo under an audit-ready compliance escalation posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the healthcare receivables credit memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_006,"Execution, Monitoring, Reporting, and Operations",Reconciliation,3,0.818182,EG2;QV5,QV5,6.845,"Compose a corporate action mismatch memo for Willow Trust Income Portfolio. Identify the Alpine Telecom event, recompute the expected post-split shares from the pre-event shares and 3-for-2 ratio, compare expected shares with the custodian statement, decide whether completion evidence exists, and specify the Asset Servicing follow-up action. Produce the corporate action mismatch memo under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the corporate action mismatch memo with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
intake_kyc_onboarding_repaired_014,Intake and Profiling,KYC onboarding,3,0.818182,EG2;QV5,QV5,6.845,"Create a one-page analyst briefing that turns the AML source-tool excerpt into onboarding-control checkpoints. Include exactly seven checkpoints from the control file, add a Source status caveat section, distinguish reference guidance from binding obligations, and avoid saying the source tool creates new AML duties. Produce the AML source status briefing under an audit-ready diligence challenge posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; preserve exact source figures, dates, thresholds, names, and rule references when they control the decision; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the AML source status briefing with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_client_review_report_repaired_018,"Execution, Monitoring, Reporting, and Operations",Client review report,3,0.8,EG2;QV5,QV5,6.8,"Create a model drift watchlist entry for Horizon 60/40 Model Account. Separate asset-class drift from security-level model drift, calculate the variance for each listed item, classify each variance using the Watch and Rebalance trigger rules, and end with either Rebalance queue or Monitor only Frame the note for inclusion in a client review package. Produce the model drift watchlist entry under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the model drift watchlist entry with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Use at least four numbered list items in the 1. / 2. / 3. style for checks, blockers, steps, or required actions. Keep the full response between 220 and 520 words. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
research_financial_statement_analysis_repaired_016,Research and Due Diligence,Financial statement analysis,3,0.8,EG2;QV5,QV5,6.8,"Build a receivables collectability triage for Summit Learning. Return a metrics block, a concern classification, and a disputed-balance line. Use only the supplied documents, cite visible material labels, compute each metric in the triage standard, apply the High-concern tests, and keep the disputed university balance separate from general aging commentary. Produce the receivables collectability triage under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; use only packet-supported category, status, classification, or risk-level labels; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the receivables collectability triage with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the receivables collectability triage to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_reconciliation_repaired_018,"Execution, Monitoring, Reporting, and Operations",Reconciliation,3,0.777778,EG2;QV5,QV5,6.744,"Prepare a dividend receivable reconciliation card for Maple Dividend Portfolio. Determine eligible shares after excluding the confirmed ex-dividend purchase, calculate the expected Harbor Utilities receivable, compare expected receivable with both internal and custodian receivables, explain the ex-date adjustment, and decide which receivable record is out of line. Produce the dividend receivable reconciliation card under an audit-ready credit committee posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; keep hypothetical, projected, target, testimonial, endorsement, ranking, sales-claim, and performance language inside the boundary supported by the packet; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication; write every percentage value, including percent or percentage-point values, with exactly two decimal places. Open the dividend receivable reconciliation card with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Keep the dividend receivable reconciliation card to between four and nine non-empty paragraphs, counting any table or list as part of the paragraph where it appears. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_remediation_tracking_repaired_019,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,3,0.777778,EG2;QV5,QV5,6.744,"Create an evidence retention workpaper for EP-72. List each evidence file with purpose, retention location, retention owner, and whether it supports closure or validation; identify missing retention metadata; and state whether the package index is complete. Produce the evidence retention workpaper under an audit-ready operations handoff posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any approval, rejection, hold, escalation, exception, classification, recommendation, or boundary, name the controlling trigger and why a softer or opposite outcome is not supported; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the evidence retention workpaper with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Include at least two short Markdown blockquote lines beginning with > for source or rule excerpts that anchor the decision. Use at least eight complete sentences in the full response. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
execution_board_regulatory_reporting_repaired_020,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,3,0.75,EG2;QV5,QV5,6.675,"Draft an audit committee reporting package note for Lakewood Trust Company. Summarize issue movement, separate validated closures from management self-closures, list high-risk open issues and owners, include the external auditor request and due date, and state the committee asks. Produce the audit committee reporting package note under an audit-ready adversarial audit posture: connect each final action to the active evidence and the governing rule, policy, task standard, or active-case trigger; keep active source labels beside the material facts, figures, thresholds, missing-evidence triggers, and decision points where they are used; for any calculation or reconciliation, show the source inputs, formula or comparison, result, and business implication; name any required approver, authority evidence, authorization, or review prerequisite that controls the outcome; for any deadline, review window, date count, aging bucket, retention period, or as-of-date test, show source dates, formula or comparison, timing status, and business implication. Open the audit committee reporting package note with a Markdown bold title on the first non-empty line. Near the end, include the exact handoff label Next action:; if the packet supports no next action, write Next action: none supported by the packet. Structure the audit committee reporting package note with at least three level-2 Markdown headings that start with ##. Treat the layout as part of the requested finance work product, but do not omit required evidence, calculations, boundaries, or decisions just to satisfy presentation."
