item_id,workflow,task,if_score,quality_raw,failed_tags,eg2_only,query_explicit,full_prompt_explicit,constraint_present,eg2_constraint,judge_reason,response_excerpt
tonight_hard_line_008,"Execution, Monitoring, Reporting, and Operations",Reconciliation,0.8,4,"EG2,QV5",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Failed-Trade Receivable Reconciliation Note — Quarry Opportunistic Fund**

1. **Trade and expected-proceeds tie-out.** Quarry Opportunistic Fund sold **900 shares of Meridian Solar** with expected settlement date **2026-05-24** and expected proceeds of **$63,900.00** [cash sweep file]. The custodian failed-trade receivable balance is **$63,900.00** [cash sweep file].  
   **Comparison:** expected proceeds **$63,900.00** = custodian failed-trade receivable **$63,900.00**.  
   **Result / implication:** sale proceeds tie to the custodian fail receivable with **$0.00 variance**; the custodian record supports that the sale cash remains outstanding as a failed-trade receivable.

2. **GL-to-custodian receivable reconciliation.** The GL receivable balance is **$0.00** [cash sweep file], while the custodian failed-trade receivable remains **$63,900.00** [cash sweep file]. Policy states that failed-trade receivables must be recorded in the GL when the custodian fail receivable remains outstanding, and any GL-to-custodian difference is open [broker residual cash].  
   **Formula:** custodian receivable **$63,900.00** − GL receivable **$0.00** = unrecorded / open receivable **$63,900.00**...."
tonight_hard_line_055,Decision and Structuring,Loan approval package,0.8,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decisions have active source labels.,"**Brightline Dental Partners Missing-Evidence Cure Plan**

Scope / active-case trigger: Applicant is Brightline Dental Partners; proposed credit is a **$3.4 million acquisition term loan**; target closing date is **2026-06-30**; package evidence received includes buyer application, signed purchase agreement, 2025 seller tax return, personal financial statement for Dr. Lee, and draft guaranty; open items are seller year-to-date financials, buyer certificate of good standing, final insurance binder, and lien search dated **2026-02-01** [instruction authority file].

Governing approval rule and review prerequisite: acquisition approval requires current seller interim financials, borrower entity good-standing evidence dated within **60 days of closing**, insurance binder, and lien search dated within **45 days of closing** [client authorization]. Committee submission may proceed with administrative evidence outstanding only if the item can be made a condition precedent; stale lien searches and missing seller interim financials are **not administrative** and require cure before submission; good-standing certificates and insurance binders may be conditions precedent if dated requirement..."
tonight_hard_line_095,Decision and Structuring,Portfolio proposal,0.8,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Some material facts lack active source labels next to them.,"**Restricted-list replacement proposal — Cobalt Restricted Account**

Client objective and governing posture: Cobalt Restricted Account has a target or policy allocation of 44.00% equities, 37.00% fixed income, and 10.00% cash or reserve assets, and the restricted-list replacement proposal must address client objective, constraints, recommendation status, approval or exception needs, and boundary language. [minority rights term sheet] The work product must use only supplied documents, cite visible labels, include the requested calculation and decision, and avoid unsupported guarantees or completed-trade language. [related-party lease note]

Current portfolio facts and calculation: total portfolio value is $9.95 million. [diligence standard] The supplied current exposure requiring this restricted-list proposal is 50.00% equity or risk exposure, with current reserve or cash at 13.00%, and the supplied policy threshold is 14.00% where applicable. [diligence standard] Using the supplied restricted-list exposure proxy from the active case record, current restricted issuer weight calculation is: $9.95 million total portfolio × 50.00% current equity or risk exposure = $4.975 million rest..."
tonight_hard_line_288,Decision and Structuring,Capital structure / financing proposal,0.8,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**BrightPath Telehealth Liquidity-Runway Financing Proposal**

1. **Active evidence, governing rule, and current liquidity test.** BrightPath has cash of $6.0 million, monthly cash burn of $1.8 million, existing venture debt of $8.0 million, and a $4.0 million minimum cash covenant; EBITDA is negative [cash sweep file]. Governing proposal standard requires sources/uses, repayment capacity, covenant protections, collateral support, refinancing risk, approval exceptions, and trade-offs, and bars treating approvals/closing or future performance as certain [bank receipt].  
   - Current covenant-safe runway formula: ($6.0 million cash − $4.0 million covenant) / $1.8 million burn = **1.11 months**.  
   - Current simple cash runway: $6.0 million / $1.8 million = **3.33 months**.  
   - Business implication: no current covenant breach is evidenced because $6.0 million exceeds $4.0 million, but liquidity is materially below the 12-month management target [cash sweep file].

2. **Option calculations and covenant-safe outcome.**  
   - **Option A — $18.0 million common equity, 22.00% dilution** [broker residual cash]. Source/use: $18.0 million equity to cash balance. Pro forma cash: $24.0..."
tonight_hard_line_330,Intake and Profiling,Loan application intake,0.8,4,"DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Material facts and decision points lack active source labels next to them.,"**Commercial Real Estate Intake Package Gap List — Ironwood Flats LLC**

Scope and active-case trigger: Ironwood Flats LLC requests $1,450,000 for purchase of a 24-unit apartment building, which triggers the commercial real estate purchase intake standard requiring a signed purchase agreement, physical project address, current rent roll dated within 180 days for income property, appraisal or appraisal-order evidence, environmental report status, title commitment, property insurance evidence, borrower entity documentation, ownership schedule, and credit authorization. [profile standard]; [spouse-specific data sheet] This gap list is an intake-completeness review only and does not state a credit approval, property valuation conclusion, or collateral value conclusion.

Borrower-identity / entity items: Supplied items include the borrower operating agreement, EIN confirmation, and owner schedule for Rafael Gomez at 55.00% and Nia Chen at 45.00%, with both TINs and home addresses supplied. [profile standard] Ownership reconciliation: 55.00% + 45.00% = 100.00%; business implication: the supplied schedule accounts for the stated ownership and identifies owners above the 20.00% ownership..."
tonight_hard_line_340,Intake and Profiling,KYC onboarding,0.8,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently next to all material facts and decision points.,"**Individual KYC Missing-Document Request — Rowan Ellis**

Client-facing email draft: **Subject:** Proof of address needed for your individual KYC application. Dear Rowan Ellis, thank you for your application. We have received your passport image and tax certification, and your application lists your residential address as **18 Bay Street, Portland, ME** [handoff checklist]. To complete the individual KYC document set, please provide **proof of address** showing your name and current residential address. No other document is requested from you at this time. Thank you.

Internal analyst checklist — audit reconciliation: | Requirement / decision point | Active evidence and governing rule | Comparison / result | Business implication |
|---|---|---|---|
| Name | Applicant is Rowan Ellis [handoff checklist]; individual onboarding requires name [operations readiness rule]. | Required item compared to case evidence = present. | No client request. |
| Date of birth | DOB is 1987-04-19 [handoff checklist]; DOB required [operations readiness rule]. | Required item compared to case evidence = present. | No client request. |
| Residential address | Address entered: 18 Bay Street, Portland, ME..."
tonight_hard_line_125,Decision and Structuring,Capital structure / financing proposal,0.7777777777777778,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Vela Marine Services — Leverage-Target Deleveraging Proposal**

Active trigger and governing standard: Vela Marine Services has $64.0 million of funded debt and $16.0 million of EBITDA, so current leverage is $64.0 million ÷ $16.0 million = 4.00x, which is above management’s 3.25x-or-below deleveraging commitment within 12 months [valuation case facts]. The board’s policy is to avoid common equity unless needed [valuation case facts], and the proposal must identify sources and uses, repayment capacity, covenant protections, collateral support, refinancing risk, approval exceptions, and trade-offs while not treating approvals, commitments, execution, or future performance as certain before approval and closing [use limitation note].

Recommended smallest true-deleveraging package: select Lever B followed by Lever C. After Lever B, source/use is $4.0 million retained from suspended dividends applied to debt repayment [probability worksheet]; funded debt becomes $64.0 million − $4.0 million = $60.0 million, EBITDA remains $16.0 million, and leverage is $60.0 million ÷ $16.0 million = 3.75x, which is still above the 3.25x target [valuation case facts; probability worksheet]. After a..."
tonight_hard_line_166,"Execution, Monitoring, Reporting, and Operations",Portfolio monitoring,0.7777777777777778,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Cash Drag Monitoring Note — Meadow Endowment Reserve**

As of April 30, 2026, Meadow Endowment Reserve held cash of 11.50% against a strategic cash target of 4.00% and a cash-drag exception threshold of 7.00% [representative roster; authority evidence file]. Cash overweight versus target is 11.50% − 4.00% = 7.50 percentage points; cash overweight versus the exception threshold is 11.50% − 7.00% = 4.50 percentage points. Business implication: cash is materially above both the operating target and the policy exception trigger.

The governing rule states that cash above 7.00% for more than 10 calendar days is a cash-drag exception unless tied to a documented grant payment within 30 days [authority evidence file]. The account has been above 7.00% for 16 calendar days, and the next documented grant payment is $250,000 on June 18, 2026, which is 49 days after the April 30, 2026 as-of date [representative roster]. Because 49 days exceeds the 30-day allowance, the documented grant payment does not excuse the high cash balance.

Performance check: month-to-date account return was 0.21% versus the policy benchmark return of 0.44%; underperformance equals 0.21% − 0.44% = -0.23 percentage p..."
tonight_hard_line_301,"Execution, Monitoring, Reporting, and Operations",Client review report,0.7777777777777778,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Restricted Cash and Collateral Monitor — North Pier Operating Portfolio**

As of October 10, 2026, North Pier Operating Portfolio reported total cash of $3,100,000, including $900,000 posted as letter-of-credit collateral [North Pier Cash Report]. Under the governing restriction, letter-of-credit collateral is restricted cash and cannot be counted toward operating liquidity [cross-default file; acceleration rule].

**Liquidity reconciliation and decision:**  
Total cash of $3,100,000 less restricted letter-of-credit collateral of $900,000 equals unrestricted cash of $2,200,000 [North Pier Cash Report; cross-default file]. The operating liquidity minimum is $2,500,000 unrestricted cash [cross-default file]. Result: unrestricted cash is $300,000 below the required minimum. Because the rule states that unrestricted cash below the minimum is classified as a **Liquidity breach**, the account is classified as **Liquidity breach** [acceleration rule].

Pending accounts payable over the next 10 days are $430,000 [North Pier Cash Report]. This creates additional payable pressure: if funded from unrestricted cash, pro forma unrestricted cash would decline to $1,770,000, increasing the sho..."
tonight_hard_line_331,Decision and Structuring,Investment memo,0.7777777777777778,4,"EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have nearby source labels.,"**Tactical Allocation Memo: Shift 3.00% from Nominal Core Bonds to TIPS**

**Decision: Go.** Approve the temporary 3.00 percentage-point shift from nominal core bonds to TIPS, because the post-shift TIPS weight remains within the governing band and the move does not trigger Asset Allocation Committee pre-approval [validation evidence; closure rule].

**Allocation and calculation.** Inputs: cash 4.00%, TIPS 5.00%, nominal core bonds 31.00%; proposal moves 3.00% from nominal core bonds to TIPS [control gap file (Macro Allocation Dashboard)]. Formula: TIPS 5.00% + 3.00% = **8.00%**; nominal core bonds 31.00% - 3.00% = **28.00%**; cash remains **4.00%**. Band comparison: 8.00% versus permitted TIPS band of 3.00% to 10.00% = **inside band**, with no active band breach or waiver need identified [validation evidence].

**Funding source and destination.** Funding source: nominal core bonds. Destination sleeve: TIPS. The action implements the portfolio manager’s requested temporary TIPS overweight funded from nominal core bonds [closure rule].

**Macro evidence.** Inflation surprise index is positive for three consecutive months; 10-year TIPS real yield is 2.10%; TIPS sleeve duration is 6...."
tonight_hard_line_113,Risk and Compliance Review,Sales-script / communication compliance,0.7692307692307693,4,"DB7,DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not next to all material facts and decisions.,"**COMM-803 Call-Script Compliance Checklist**

1. **File identity and classification.** Draft ID **COMM-803** is a **scripted outbound call** for **18 existing retail clients in a 30 calendar-day period** [missing data note (Dover Street Wealth Draft Retirement Call Script)]. For this review, classify as a **Communications with the Public** sales-call script under the packet’s FINRA Rule 2210 / Communications with the Public materials [beneficial ownership worksheet] and the task standard requiring classification when audience information is supplied [coverage table]. No broader category is assigned because the packet does not supply additional category-threshold text.

2. **Claim-by-claim product-note comparison.**
   - Claim: “**Move your idle cash today**” [missing data note]. Product note support: none stated. Compliance trigger: “urgent-allocation language” is listed as problem wording [coverage table]. Omitted qualification: no packet-supported basis for urgency.
   - Claim: “**the structured note is principal-protected**” [missing data note]. Product note: protection applies **only if issuer does not default** and the note is **held to maturity** [missing data note]. Omitte..."
tonight_hard_line_161,Decision and Structuring,Credit memo drafting,0.75,4,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts have active source labels.,"**Late-Reporting Covenant Consent Memo — BrightPath Imaging Centers**

**Source-stated facts.** BrightPath Imaging Centers is an outpatient imaging operator that is **18 days late** delivering audited annual financial statements. The loan agreement requires audited annual financial statements **within 120 days after fiscal year end**. [IPS restriction note] Management states the delay is due to a **new billing system conversion**, and the borrower is **current on payments**. [IPS restriction note] BrightPath requests lender consent to deliver the audited statements **30 days late**. [IPS restriction note]

**Calculation / covenant test.**  
Source inputs: contractual due date = 120 days after fiscal year end; current lateness = 18 days; requested extension = 30 days late. [IPS restriction note]  
Formula: 30 requested late days − 18 elapsed late days = **12 remaining days** to deliver within the requested cure period.  
Business implication: because the reporting delay is **over 15 days**—18 days > 15 days—Credit Administration approval is required. [fund mandate description]

| Evidence | Test | Result | Action |
|---|---:|---:|---|
| Audited statements due within 120 days after..."
tonight_hard_line_205,Risk and Compliance Review,AML red-flag review,0.75,4,"EG2,QV5",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**AML-RF-021 Rapid Round-Dollar Transfer Alert — Zinc Harbor LLC**

Alert scope and active trigger: Zinc Harbor LLC received four round-dollar incoming wires of $75,000 each from unrelated senders and sent four outgoing wires of $74,500 each to the same foreign beneficiary over five business days [transaction-cost history]. The task standard requires counting incoming/outgoing transfers, calculating total funds in/out, identifying same-beneficiary concentration, and deciding whether rapid round-dollar movement should be escalated [service expectation note].

| Review item | Source inputs | Formula / comparison | Result | Business implication |
|---|---:|---:|---:|---|
| Incoming transfer count | 4 incoming wires [transaction-cost history] | Count incoming wires | 4 | Multiple incoming wires in a short review window support rapid-movement review [service expectation note]. |
| Total funds in | 4 × $75,000 [transaction-cost history] | $75,000 × 4 | $300,000 in | Inflows materially exceed stated customer profile and require source-of-funds support. |
| Outgoing transfer count | 4 outgoing wires [transaction-cost history] | Count outgoing wires | 4 | Repeated outgoing wires shortly af..."
tonight_hard_line_261,Intake and Profiling,Loan application intake,0.75,4,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Borrower Intake Profile Snapshot and Open-Questions List — Intake Triage Only**

**Snapshot.** Applicant is Orchard Ridge Dental PLLC, a professional limited liability company that began operations in 2016, with supplied physical business address, project address, EIN confirmation, W-9, NAICS code, and primary contact Dr. Mara Singh [transaction-cost history]. Requested SBA 7(a) amount is $355,000 for equipment purchase, inventory, and working capital [transaction-cost history; wrap-fee conversion file].

**Ownership / authorization.** Ownership schedule lists Mara Singh as 100.00 percent owner, with TIN, title, home address, and credit authorization supplied [transaction-cost history]. SBA Form 1919 requires identification of all owners of at least 20.00 percent and at least 51.00 percent of beneficial owners; current packet identifies one 100.00 percent owner, satisfying the intake identification trigger pending lender verification [wrap-fee conversion file; service expectation note].

**Use-of-proceeds support.** Supported proceeds: dental scanner $180,000 with vendor quote and sterilization equipment $72,000 with vendor quote [transaction-cost history]. Unsupported or requir..."
tonight_hard_line_315,"Execution, Monitoring, Reporting, and Operations",Reconciliation,0.75,4,"DB7,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Materiality Threshold Disposition Memo — Prairie SMA Cash Control**

Account and reconciliation scope: Prairie SMA Cash Control had an internal cash ledger balance of $512,044.18 and a custodian cash balance of $512,071.63 as of the reconciliation date 2026-04-18; the packet states there is no known timing item and no write-off approval memo. [advertising rule extract (Prairie Reconciliation Evidence)]

Variance calculation and implication: Custodian cash balance $512,071.63 minus internal cash ledger balance $512,044.18 equals $27.45; absolute cash variance = $27.45, with the custodian balance higher than the internal ledger. [advertising rule extract (Prairie Reconciliation Evidence)] Formula: |$512,071.63 − $512,044.18| = $27.45. Business implication: the cash difference is unexplained because no timing item is documented, so it must be evaluated under the immaterial-close/write-off rule rather than cleared as timing. [advertising rule extract (Prairie Reconciliation Evidence)]

Threshold comparison: The governing examination rule allows cash differences of $25 or less to be closed as immaterial only when the preparer labels the item “Immaterial close” and no repeated similar..."
tonight_hard_line_013,Decision and Structuring,Underwriting memo,0.7272727272727273,4,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels.,"**Oak & Anvil Coffee LLC — SBA 7(a) Change-of-Ownership Underwriting Note**

1. **Transaction scope.** Oak & Anvil Coffee LLC is acquiring two cafes as a fictional franchisee; requested SBA 7(a) loan is **$2.40 million** against total project cost of **$2.85 million**, with **$0** construction/renovation proceeds [valuation case facts]. Lender must comply with current SBA Loan Program Requirements, and program requirements supersede conflicting form content [probability worksheet].

2. **Injection reconciliation.**  
   - Cash injection only: **$0.20 million / $2.85 million = 7.02%** [valuation case facts]. Compared with the Bank standard minimum applicant equity injection of **10.00%**, cash-only injection is deficient by **2.98 percentage points**, or **$0.085 million** [use limitation note].  
   - Standby seller financing: seller note is **$0.17 million**, on full standby for the life of the SBA loan [valuation case facts]. Bank policy permits a seller note to count toward required injection only when the file states full standby for the required period [use limitation note].  
   - If counted: **($0.20 million + $0.17 million) / $2.85 million = 12.98%**. Business implication:..."
tonight_hard_line_158,Risk and Compliance Review,AML red-flag review,0.7272727272727273,4,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently next to material facts and decisions.,"**Structuring Review Worksheet — AML-RF-013**

1. **Case scope and source-stated facts.**  
   - Customer: Harbor Deli Group; review period: 2026-05-01 through 2026-05-10. [profile sufficiency standard]  
   - Cash deposits reviewed: $9,700, $9,850, $9,600, $9,900, and $9,750 at three branches. [profile sufficiency standard]  
   - Business profile expects weekly cash deposits of $7,000-$9,000. [profile sufficiency standard]  
   - Teller note dated May 8 states the customer asked if deposits below $10,000 avoid forms. [profile sufficiency standard]  
   - Governing rule: U.S. financial institutions must file a CTR for each currency transaction over $10,000; multiple currency transactions are treated as a single transaction if the institution has knowledge they are by or on behalf of the same person and result in cash-in or cash-out totaling more than $10,000 during one business day. Transactions at all branches should be aggregated. [intake notes]

2. **Calculation and reconciliation.**  
   - Source inputs: $9,700 + $9,850 + $9,600 + $9,900 + $9,750. [profile sufficiency standard]  
   - Formula/result: $9,700 + $9,850 + $9,600 + $9,900 + $9,750 = **$48,800 total cash deposited*..."
tonight_hard_line_226,Decision and Structuring,Underwriting memo,0.7272727272727273,4,"EG2,FP2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Some calculations lack active source labels next to them.,"**Mesa Battery Storage Underwriting Escalation Note**

Mesa 200MW battery storage facility requests $96 million debt [rollover recommendation file]. Policy requires separating contracted cash flows from merchant/forecast cash flows [plan cost comparison (Project Finance Underwriting Policy)].

| Metric | Source inputs / formula | Result |
|---|---:|---:|
| Contracted revenue | Contracted capacity revenue [rollover recommendation file] | $18.0 million/year |
| Merchant revenue | Forecast merchant trading revenue [rollover recommendation file] | $11.0 million/year |
| Total revenue | $18.0 million + $11.0 million [rollover recommendation file] | $29.0 million/year |
| Merchant percentage | $11.0 million / $29.0 million | 37.93% |
| Base DSCR | ($18.0 million + $11.0 million) / $21.0 million annual senior debt service [rollover recommendation file] | 1.381x |
| Downside DSCR | ($18.0 million + $5.0 million downside merchant revenue) / $21.0 million [rollover recommendation file] | 1.095x |

| Evidence | Test | Result | Action |
|---|---|---|---|
| [rollover recommendation file]; [plan cost comparison (Project Finance Underwriting Policy)] | Merchant/forecast revenue above 35.00% requ..."
tonight_hard_line_273,"Execution, Monitoring, Reporting, and Operations",Remediation tracking,0.7272727272727273,4,"DB9,EG2,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently next to material facts and decision points.,"**Remediation Communications Brief — SU-55 Delayed Annuity Suitability Review Sign-off**

1. **Finding status and scope.** SU-55 concerns a **delayed annuity suitability review sign-off** with **Medium** risk rating and **Current status: In progress** [valuation sensitivity extract]. This brief is limited to documented status, completed work, open work, owner actions, and dates, and does **not** state or imply final closure, a customer remediation decision, or absence of customer impact because those facts are not documented [CFO review question].

2. **Completed work supported by evidence.** The packet supports two completed control-remediation steps: **suitability checklist revised** and **reviewer queue created** [valuation sensitivity extract]. These may be communicated as completed work under the CFO communication boundary permitting status, completed work, open work, owner actions, and dates [CFO review question]. These actions do not evidence final closure or customer remediation resolution [CFO review question; valuation sensitivity extract].

3. **Open work, blockers, and control gaps.** Open items remain: **training not complete for 12 of 50 advisors** and **validation n..."
tonight_hard_line_031,Intake and Profiling,Counterparty / issuer profile construction,0.7,4,"DB7,EG2,FP3",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and decision points have active source labels next to them.,"**Silvergate Robotics plc — Management Background Capsule**

**Verified facts (source-stated):**
- **Hannah Cho — CEO.** Appointed **2024-02**; previously **COO at Vista Surgical Robotics, 2019–2023** [line increase policy]. No adverse-media item is supplied for Cho. **Open questions:** no unresolved gap over 12 months is evident from the supplied dates; no additional ID/screening detail is supplied.
- **Martin Hale — CFO.** Appointed **2025-01**; prior role stated as **independent consultant**, but **employment dates from 2022–2024 are not documented** [line increase policy]. Adverse-media/screening: a **2023 civil lawsuit by a former employer alleging breach of non-compete** was reported; it was **settled confidentially in 2024 with no admission stated** [line increase policy]. **Open questions:** the undocumented 2022–2024 period is a required open background question because the task standard requires flagging employment-date gaps over 12 months [seasonal borrowing request; line increase policy].
- **Elena Rossi — CTO.** **Founder since 2018**; previously **research lead at Milan Polytechnic** [line increase policy]. No adverse-media item is supplied for Rossi. **Open question..."
tonight_hard_line_123,Intake and Profiling,Client risk profiling,0.7,4,"DB7,DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently placed next to material facts and decision points.,"**Changed-Circumstances Profile Update Memo — Liam Becker**

1. **Trigger and governing standard.** Liam Becker reported changed circumstances on notice date 2026-05-28: job loss effective 2026-06-15, new dependent born 2026-04-20, expected severance of USD 72,000, and possible need to draw USD 60,000 over the next 12 months if not re-employed [high-risk product rule]. FINRA Rule 2090 requires reasonable diligence in account maintenance to know and retain essential customer facts, including facts needed to service the account and comply with laws and rules [FINRA Rule 2090]. The Synthetic Profile Refresh Policy requires affected fields to be refreshed before relying on the profile for new recommendations when changed circumstances are documented [portfolio value note].

2. **Before / after profile delta.**

| Field | Before | After / required status |
|---|---:|---|
| Profile date | 2025-08-14 [offering acknowledgment] | Refresh required after 2026-05-28 notice [high-risk product rule; portfolio value note] |
| Objective | Long-term growth [offering acknowledgment] | Client has not updated; must reconfirm before new recommendation use [high-risk product rule; FINRA Rule 2090] |
|..."
tonight_hard_line_264,"Execution, Monitoring, Reporting, and Operations",Board / regulatory reporting,0.7,4,"DB7,DB9,EG2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Active source labels are not consistently next to all material facts and decisions.,"**Redwood Funds Board — Board Minutes Action Item Extract**

> “The board asked management to deliver an updated liquidity stress report by July 1, 2026.” [stress-capacity worksheet]  
> “Management owner maps to CRO Office for liquidity stress reports. Legal owner maps to General Counsel. Pricing exception closure owner maps to Valuation Chair.” [classification policy]

This extract includes only explicit board requests or approvals that require tracking, as required by the action-item standard. [client withdrawal plan] The “cyber tabletop results” item is excluded because the source states that “no action assigned,” so there is no active tracking obligation supported by the packet. [stress-capacity worksheet] Owner mapping is applied only where the classification policy provides a mapping, and missing due dates are marked as missing rather than inferred. [classification policy]; [client withdrawal plan]

| Action item | Owner | Due date if stated | Source sentence | Tracking status |
|---|---:|---:|---|---|
| Deliver an updated liquidity stress report. | CRO Office | July 1, 2026 | “The board asked management to deliver an updated liquidity stress report by July 1, 2026.” [stres..."
tonight_hard_line_001,Research and Due Diligence,Investment due diligence,0.6666666666666666,4,"DB9,EG2,FP3,QV2",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",Not all material facts and calculations have active source labels next to them.,"**Regulatory-dependency benchmark note — OrbitPay**

## Benchmark signal
Source-stated benchmark fact: Apple disclosed an injunction affecting U.S. iOS/iPadOS App Store rules on external links to non-Apple purchasing mechanisms, pending compliance/enforcement dispute, and a motion to narrow or vacate the injunction [trade ticket draft]. Apple also disclosed that complex and changing laws may limit products/services/features, require business changes, and arise with little or no advance notice [trade ticket draft].  
Reviewer inference: this is a benchmark signal that app-store payment rules can be contested and operationally uncertain; it is not used as a direct financial comparable, per the governing restriction [order status rule (Regulatory Dependency Diligence Instruction)].

## Target exposure
Source-stated target fact: OrbitPay is a fictional mobile commerce checkout provider; proposed investment is $30 million preferred equity; revenue depends on checkout fees from in-app purchases and mobile web merchants [approval control].  
Calculation: source input = 62.00% of 2025 gross profit from app-based checkout flows [approval control]. Formula = app-based checkout gross profit..."
tonight_hard_line_043,Intake and Profiling,Service scope explanation,0.6666666666666666,4,"DB9,EG2,FP2,FP3",no,yes,yes,yes,"Material facts, numeric inputs, thresholds, calculation results, missing-evidence triggers, and decision points must have active source labels next to the sentence, row, or bullet where they are used; collected end-only citations are not sufficient.",No active source labels next to facts or actions.,"**SMS update**

Hi Amara—thanks for checking in. Your file isn’t complete yet. Next action: 1. Please sign the account agreement. 2. Add a trusted contact if you’d like. We’ll continue review after required items are received."
